label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.0,0.0,0.0,-0.062008678913116455,-0.03989124298095703,-0.02140687672689978,-0.11732691526412964,-0.09628188610076904,-0.03513444295421664,-0.15972745418548584,-0.13403046131134033,-0.04864782175317828,-0.1995636224746704,-0.1467280387878418,-0.0639528081406695,-0.054101526737213135,-0.21858566999435425,-0.02557926705375735,-0.07601416110992432,-0.30810147523880005,-0.04256595006481234,-0.08674722909927368,-0.3626755475997925,-0.05677035158768717,-0.09339332580566406,-0.40909263491630554,-0.06844820535079066,-0.006125032901763916,-0.229516863822937,-0.032433283387575784,-0.0071669816970825195,-0.33049535751342773,-0.04677405288711611,-0.006917834281921387,-0.392747163772583,-0.06165380856290881,-0.005735635757446289,-0.44415146112442017,-0.07437484419241969,0.03664165735244751,-0.21594887971878052,-0.04238380944624964,0.05936473608016968,-0.30810025334358215,-0.06447595065728251,0.072559654712677,-0.3657187819480896,-0.08407538837090556,0.08251678943634033,-0.4166538119316101,-0.09852547651425425,0.07330381870269775,-0.18220937252044678,-0.05359844571248118,0.1177019476890564,-0.23451703786849976,-0.07749477481738154,0.14648818969726562,-0.27125030755996704,-0.0910393417467219,0.17002558708190918,-0.3064863979816437,-0.10063915407553736
1,0.0,0.0,0.0,-0.06558316946029663,-0.042275071144104004,-0.023212608804300316,-0.12470516562461853,-0.10052824020385742,-0.03856269914408017,-0.17098206281661987,-0.1404474377632141,-0.05347339335580159,-0.21405363082885742,-0.15320640802383423,-0.07009158927698422,-0.06262952089309692,-0.23515284061431885,-0.02794241245587159,-0.08778870105743408,-0.3310576379299164,-0.046307853346064576,-0.10051614046096802,-0.3895954489707947,-0.06132640961308766,-0.10860028862953186,-0.43836504220962524,-0.07342859256763745,-0.01080554723739624,-0.24819105863571167,-0.0347283174445181,-0.013852119445800781,-0.3546960949897766,-0.04981356385846425,-0.014695286750793457,-0.42007309198379517,-0.06510257620115567,-0.014014244079589844,-0.47333046793937683,-0.07806421715517331,0.036194562911987305,-0.23520344495773315,-0.044852430855229386,0.05796784162521362,-0.33330434560775757,-0.06777095693846036,0.07085883617401123,-0.3945217728614807,-0.088178387766078,0.08076131343841553,-0.4475893974304199,-0.10332119364042569,0.0766458511352539,-0.20031607151031494,-0.056423871700957307,0.12296485900878906,-0.25442826747894287,-0.0816926871587782,0.15300559997558594,-0.29296404123306274,-0.09615489739675809,0.17783474922180176,-0.3298647999763489,-0.10622466254730512
1,0.0,0.0,0.0,-0.06557881832122803,-0.03971827030181885,-0.02371811586243666,-0.12419399619102478,-0.09679865837097168,-0.0394503222666458,-0.17072224617004395,-0.13700228929519653,-0.0547343054674343,-0.2145507037639618,-0.14983290433883667,-0.07189578654987372,-0.06195831298828125,-0.2278609275817871,-0.030184299673862824,-0.08719658851623535,-0.32358264923095703,-0.04911240282280005,-0.1000903844833374,-0.38245856761932373,-0.06428688111526526,-0.10852247476577759,-0.4319038987159729,-0.07653746100885428,-0.01082378625869751,-0.24060440063476562,-0.037013404991455445,-0.01336669921875,-0.3485969305038452,-0.05271089169008292,-0.013745129108428955,-0.41509872674942017,-0.06801197024805106,-0.013068974018096924,-0.4692045748233795,-0.08106397929412879,0.035451650619506836,-0.2276197075843811,-0.04708974527937926,0.05694317817687988,-0.32587411999702454,-0.07081062438709296,0.0699312686920166,-0.38867491483688354,-0.09141630771381415,0.0798303484916687,-0.4434630274772644,-0.10665399673206366,0.07584869861602783,-0.1933192014694214,-0.058590617950983415,0.12284630537033081,-0.24858325719833374,-0.08432479294759787,0.15352123975753784,-0.28761881589889526,-0.09881714823467291,0.17874473333358765,-0.32467514276504517,-0.10901058557254828
1,0.0,0.0,0.0,-0.06557714939117432,-0.04117238521575928,-0.024162929646735165,-0.12355363368988037,-0.09764665365219116,-0.040681246809725735,-0.1697828471660614,-0.13687974214553833,-0.05684543042636392,-0.2130783498287201,-0.14940929412841797,-0.07487050458050248,-0.06144416332244873,-0.22929853200912476,-0.030599352113966916,-0.08626395463943481,-0.3248680830001831,-0.05010162680602548,-0.09876000881195068,-0.38284802436828613,-0.06571943327045915,-0.10687044262886047,-0.43173566460609436,-0.07824892564869401,-0.010243773460388184,-0.24061617255210876,-0.03767590238905427,-0.012611687183380127,-0.34776148200035095,-0.054116130016808484,-0.013070225715637207,-0.41354647278785706,-0.06995587810135362,-0.012316405773162842,-0.46752265095710754,-0.08337997659302232,0.03599303960800171,-0.22668206691741943,-0.04809966697550294,0.057618677616119385,-0.32537224888801575,-0.07256303741789338,0.07050657272338867,-0.3875674605369568,-0.09325869395590303,0.0803411602973938,-0.4418933391571045,-0.10848931982374665,0.07618802785873413,-0.19162964820861816,-0.05998754515505311,0.12341529130935669,-0.24762621521949768,-0.08618308617926118,0.1543557047843933,-0.2866499423980713,-0.100611545287137,0.17983371019363403,-0.32389765977859497,-0.1107274146304178
1,0.0,0.0,0.0,-0.06538599729537964,-0.04248303174972534,-0.02329326319264169,-0.12365630269050598,-0.09926056861877441,-0.03917034427391286,-0.17070919275283813,-0.13811439275741577,-0.05496108616458173,-0.21446079015731812,-0.1504996418952942,-0.07260213876830335,-0.062145769596099854,-0.23106002807617188,-0.027936181898581935,-0.08708757162094116,-0.3259407877922058,-0.0468531669186234,-0.09973210096359253,-0.38349878787994385,-0.062393096189367725,-0.10796356201171875,-0.43200939893722534,-0.0749092334018826,-0.010872960090637207,-0.24348080158233643,-0.035167810420858814,-0.013793408870697021,-0.3491818308830261,-0.050955255429613544,-0.014523863792419434,-0.4147217273712158,-0.06694406355487104,-0.013884305953979492,-0.4682217836380005,-0.0804598190890431,0.03564763069152832,-0.23013687133789062,-0.04578073779808278,0.05701416730880737,-0.3262096345424652,-0.06944172913895841,0.07005536556243896,-0.38773512840270996,-0.0902213015662312,0.08018463850021362,-0.4411522150039673,-0.1055224769817471,0.07609081268310547,-0.195426344871521,-0.057874676685202076,0.12290817499160767,-0.24913561344146729,-0.08326570029126401,0.15341037511825562,-0.2873408794403076,-0.09756925041543241,0.17867469787597656,-0.32351136207580566,-0.10759079540835614
1,0.0,0.0,0.0,-0.06638586521148682,-0.04041558504104614,-0.02350088666872807,-0.12541082501411438,-0.09752488136291504,-0.03927520189182587,-0.17137223482131958,-0.13675719499588013,-0.05482382599012681,-0.21416157484054565,-0.14955562353134155,-0.07228162411348649,-0.0624394416809082,-0.22875303030014038,-0.02916844088332482,-0.08658909797668457,-0.32359862327575684,-0.04804903167979546,-0.09849345684051514,-0.3810272216796875,-0.06346645477907487,-0.10625404119491577,-0.42960625886917114,-0.07598895851270981,-0.011162877082824707,-0.2393902838230133,-0.036535347734854895,-0.013165831565856934,-0.345270037651062,-0.05253967169420548,-0.013164401054382324,-0.41041216254234314,-0.06843114915983506,-0.011812925338745117,-0.4651319682598114,-0.08193552020685502,0.03531235456466675,-0.2251916527748108,-0.04722503471867867,0.056716084480285645,-0.3231815993785858,-0.07133329931394883,0.06967121362686157,-0.38499635457992554,-0.09189750525848694,0.07981795072555542,-0.44008344411849976,-0.10709832880394288,0.0760643482208252,-0.19025582075119019,-0.05935790661470719,0.12278074026107788,-0.24619406461715698,-0.08511929485695191,0.1537867784500122,-0.2847658693790436,-0.09918999943630524,0.17953485250473022,-0.32208219170570374,-0.10911342773334809
1,0.0,0.0,0.0,-0.0659480094909668,-0.040076255798339844,-0.02306381149327308,-0.12454992532730103,-0.09750914573669434,-0.03828510550891906,-0.1701216697692871,-0.13738548755645752,-0.05321113301550895,-0.2126891016960144,-0.1502833366394043,-0.07001493407523185,-0.06220203638076782,-0.230654776096344,-0.02853132693206817,-0.08651143312454224,-0.3251398503780365,-0.046743786913509666,-0.09862542152404785,-0.38220471143722534,-0.0617617434087947,-0.10679882764816284,-0.43045908212661743,-0.0739990500930503,-0.010915696620941162,-0.24192845821380615,-0.035641784799452125,-0.012416839599609375,-0.3484896123409271,-0.050847384167070686,-0.012512624263763428,-0.41346079111099243,-0.06630046201979667,-0.011673033237457275,-0.4672239124774933,-0.07950488014256507,0.035167574882507324,-0.2276921272277832,-0.04598144723212272,0.05728787183761597,-0.3252594470977783,-0.06929908974206,0.0706247091293335,-0.3864783048629761,-0.08964306397473365,0.08060222864151001,-0.44072654843330383,-0.10476312322651893,0.07497662305831909,-0.19234317541122437,-0.057732808423395454,0.12215244770050049,-0.24775096774101257,-0.08323923034703284,0.15313303470611572,-0.2859644889831543,-0.0974031267884925,0.17871594429016113,-0.3228428065776825,-0.10737373216187507
1,0.0,0.0,0.0,-0.06577366590499878,-0.04008680582046509,-0.024070787023617868,-0.12366795539855957,-0.09783226251602173,-0.04011524726064408,-0.16988104581832886,-0.1378214955329895,-0.055774125050618295,-0.21307355165481567,-0.1511143445968628,-0.07328946028263772,-0.06123238801956177,-0.22794294357299805,-0.029976668547703866,-0.08569163084030151,-0.32315593957901,-0.049220378290726785,-0.09816998243331909,-0.38117754459381104,-0.06483206037790978,-0.10653704404830933,-0.43048083782196045,-0.07741995785744393,-0.010603547096252441,-0.23985210061073303,-0.0370196092537185,-0.012302637100219727,-0.34698066115379333,-0.05301937718303407,-0.012329280376434326,-0.41305747628211975,-0.0686920050194999,-0.011392652988433838,-0.46785831451416016,-0.08199107531817162,0.03514528274536133,-0.22615808248519897,-0.0473747539928695,0.056564509868621826,-0.3241405487060547,-0.07123979810984338,0.06978607177734375,-0.3864700198173523,-0.09152420495064462,0.07986515760421753,-0.4418559670448303,-0.10650621984513009,0.0751693844795227,-0.19132226705551147,-0.05926144753010476,0.12209087610244751,-0.2472839653491974,-0.08479528013975823,0.1532522439956665,-0.285952627658844,-0.0986641559413215,0.17892855405807495,-0.3229696452617645,-0.10841818038733209
1,0.0,0.0,0.0,-0.06402486562728882,-0.04168367385864258,-0.02364977123519907,-0.12085437774658203,-0.0990564227104187,-0.03944593901118765,-0.16575849056243896,-0.1381632685661316,-0.05492830137094984,-0.2076849341392517,-0.15000879764556885,-0.07229673723063001,-0.05827748775482178,-0.2315085530281067,-0.02963062795183191,-0.0825660228729248,-0.32624340057373047,-0.04913457716187963,-0.09475648403167725,-0.3838557004928589,-0.06481167534670362,-0.10242646932601929,-0.4324333071708679,-0.07734726229986677,-0.007301688194274902,-0.24245920777320862,-0.036868544764132594,-0.008980751037597656,-0.3491833806037903,-0.05349229509315023,-0.008930623531341553,-0.4152275621891022,-0.069494000173421,-0.007733762264251709,-0.4697025716304779,-0.08284047106585035,0.03837507963180542,-0.22818762063980103,-0.04745071986994276,0.059924542903900146,-0.3260342478752136,-0.07207856932959089,0.07349646091461182,-0.38791120052337646,-0.09298521885952482,0.08403360843658447,-0.442338228225708,-0.10818696627697477,0.07782280445098877,-0.19286876916885376,-0.059485434091897105,0.12464547157287598,-0.24848875403404236,-0.08603728423199186,0.15596503019332886,-0.2867973744869232,-0.10078148404440412,0.18179833889007568,-0.3231678009033203,-0.11095245043119917
1,0.0,0.0,0.0,-0.065218985080719,-0.04082763195037842,-0.023575904191005748,-0.12174361944198608,-0.09718930721282959,-0.039824875414836924,-0.16652727127075195,-0.13698071241378784,-0.05602412146376423,-0.20820847153663635,-0.1489943265914917,-0.07423456233786396,-0.05805081129074097,-0.2258281111717224,-0.029395243496168177,-0.0823889970779419,-0.3211665451526642,-0.04919801500486187,-0.0948750376701355,-0.38005778193473816,-0.06524411809490971,-0.10310041904449463,-0.42960038781166077,-0.07808179628895573,-0.008144617080688477,-0.23695528507232666,-0.036857137799728434,-0.010238289833068848,-0.34378910064697266,-0.05384783294843487,-0.010438978672027588,-0.4105639159679413,-0.07015522790001683,-0.009840011596679688,-0.46508288383483887,-0.08376892876671604,0.03674572706222534,-0.2234710454940796,-0.0476817585234528,0.05925256013870239,-0.3215314447879791,-0.07244049233244709,0.07277989387512207,-0.3839685916900635,-0.09363553893612675,0.0829615592956543,-0.4384448528289795,-0.10906455886410527,0.07582730054855347,-0.18910473585128784,-0.05996530351089291,0.12334448099136353,-0.2432771623134613,-0.08613335561798863,0.1543596386909485,-0.2819098234176636,-0.10082676482247166,0.1796741485595703,-0.3185969591140747,-0.11111783456848912
